ID	REFSEQ	GENE_SYMBOL	GENE_NAME	ENSEMBL_ID	ENSEMBL_GENE_ID	ENTREZ_ID
A_21_P0010223	NA	XLOC_013881	NA	NA	NA	NA
A_21_P0010371	NA	XLOC_014326	NA	ENST00000434510	ENSG00000229770	NA
A_23_P368645	NM_003659	AGPS	alkylglycerone phosphate synthase	ENST00000264167	ENSG00000018510	8540
A_21_P0001034	NA	XLOC_000491	NA	ENST00000449525	ENSG00000231791	NA
A_23_P103131	NM_019008	SMCR7L	Smith-Magenis syndrome chromosome region, candidate 7-like	ENST00000404569	ENSG00000100335	54471
A_19_P00324839	NR_002819	MALAT1	NA	NA	NA	NA
A_33_P3362128	NA	NA	NA	ENST00000342892	ENSG00000204380	NA
A_24_P400573	NM_152468	TMC8	transmembrane channel-like 8	ENST00000301627	NA	NA
A_23_P94403	NM_000550	TYRP1	tyrosinase-related protein 1	ENST00000381137	NA	NA
A_23_P17855	NM_001039141	TRIOBP	TRIO and F-actin binding protein	ENST00000344404	ENSG00000100106	11078
A_23_P367899	NM_000121	EPOR	erythropoietin receptor	ENST00000222139	ENSG00000187266	2057
A_33_P3216664	NR_026925	LOC151174	uncharacterized LOC151174	ENST00000470346	ENSG00000186235	NA
A_33_P3289128	NM_001137601	ZBTB42	zinc finger and BTB domain containing 42	ENST00000342537	ENSG00000179627	100128927
A_33_P3332175	NA	NA	NA	NA	NA	NA
A_23_P8664	NM_021145	DMTF1	cyclin D binding myb-like transcription factor 1	NA	NA	NA
A_23_P357374	NM_178449	PTH2	parathyroid hormone 2	ENST00000270631	ENSG00000142538	113091
A_23_P398530	NM_133334	WHSC1	Wolf-Hirschhorn syndrome candidate 1	ENST00000503128	ENSG00000109685	7468
A_23_P163075	NM_001206920	SLC35F4	solute carrier family 35, member F4	ENST00000339762	ENSG00000151812	341880
A_24_P268015	NM_022756	MEAF6	MYST/Esa1-associated factor 6	ENST00000373073	ENSG00000163875	64769
A_24_P3783	NM_003521	HIST1H2BM	histone cluster 1, H2bm	ENST00000359465	NA	NA
A_33_P3254412	NM_014683	ULK2	unc-51-like kinase 2 (C. elegans)	ENST00000361658	ENSG00000083290	9706
A_33_P3248213	NR_027320	CSNK1A1P1	casein kinase 1, alpha 1 pseudogene 1	NA	NA	NA
A_21_P0010408	NA	XLOC_014197	NA	NA	NA	NA
A_21_P0003533	NA	XLOC_004148	NA	ENST00000514134	ENSG00000249675	NA
A_33_P3411773	XR_109235	LOC100130285	uncharacterized LOC100130285	NA	NA	NA
A_23_P153183	NM_001168648	CNKSR2	connector enhancer of kinase suppressor of Ras 2	ENST00000279451	ENSG00000149970	22866
A_33_P3403356	NA	NA	NA	NA	NA	NA
A_33_P3333800	NM_172168	NOXO1	NADPH oxidase organizer 1	ENST00000356120	ENSG00000196408	124056
A_21_P0000710	NR_037938	HMGA1P7	high mobility group AT-hook 1 pseudogene 7	NA	NA	NA
A_33_P3374085	NM_001137552	LRRFIP1	leucine rich repeat (in FLII) interacting protein 1	NA	NA	NA
A_32_P155416	NM_024066	ERI3	ERI1 exoribonuclease family member 3	ENST00000495828	ENSG00000117419	79033
A_23_P41818	NM_016107	ZFR	zinc finger RNA binding protein	ENST00000502988	ENSG00000056097	51663
A_23_P251453	NM_004133	HNF4G	hepatocyte nuclear factor 4, gamma	ENST00000354370	ENSG00000164749	3174
A_33_P3356577	NA	NA	NA	ENST00000381596	ENSG00000101307	10326
A_21_P0010943	NA	XLOC_l2_001952	NA	ENST00000440803	ENSG00000239883	NA
A_33_P3266964	NM_000257	MYH7	myosin, heavy chain 7, cardiac muscle, beta	ENST00000544444	NA	NA
A_19_P00317507	NR_038344	MAGI2-AS3	MAGI2 antisense RNA 3 (non-protein coding)	ENST00000446159	ENSG00000234456	NA
A_21_P0008233	NA	XLOC_010319	NA	NA	NA	NA
A_23_P329112	NM_000215	JAK3	Janus kinase 3	ENST00000527670	ENSG00000105639	3718
A_21_P0007858	NA	XLOC_009935	NA	NA	NA	NA
A_32_P217543	NA	NA	NA	ENST00000447166	ENSG00000221843	84226
A_33_P3230090	NM_001128619	LUZP6	leucine zipper protein 6	ENST00000393085	ENSG00000105887	136319
A_21_P0008232	NA	XLOC_010312	NA	NA	NA	NA
A_21_P0009551	NA	XLOC_012829	NA	NA	NA	NA
A_24_P595717	NM_199280	FAM179A	family with sequence similarity 179, member A	ENST00000475900	ENSG00000189350	165186
A_32_P199551	NM_001040100	SPTSSB	serine palmitoyltransferase, small subunit B	ENST00000497137	ENSG00000196542	165679
A_21_P0004891	NA	XLOC_005322	NA	NA	NA	NA
A_23_P432448	NR_024166	MGC3771	uncharacterized LOC81854	NA	NA	NA
A_23_P329772	NM_013245	VPS4A	vacuolar protein sorting 4 homolog A (S. cerevisiae)	ENST00000254950	ENSG00000132612	27183
A_19_P00809139	NA	NA	NA	NA	NA	NA
A_21_P0011770	NA	XLOC_l2_006718	NA	NA	NA	NA
A_33_P3250438	NA	NA	NA	ENST00000358726	ENSG00000214046	79086
A_23_P14273	NM_024071	ZFYVE21	zinc finger, FYVE domain containing 21	ENST00000311141	ENSG00000100711	79038
A_23_P214408	NM_018974	UNC93A	unc-93 homolog A (C. elegans)	ENST00000366829	ENSG00000112494	54346
A_21_P0008562	NA	XLOC_011353	NA	ENST00000554333	ENSG00000258551	NA
A_23_P28023	NM_030901	OR7A17	olfactory receptor, family 7, subfamily A, member 17	ENST00000327462	ENSG00000185385	26333
A_33_P3577142	NA	LOC283861	uncharacterized LOC283861	NA	NA	NA
A_32_P31618	NM_000637	GSR	glutathione reductase	NA	NA	NA
A_33_P3362737	NA	NA	NA	NA	NA	NA
A_33_P3254975	NA	NA	NA	NA	NA	NA
A_21_P0007476	NR_027358	LOC283404	uncharacterized LOC283404	NA	NA	NA
A_23_P137765	NM_000437	PAFAH2	platelet-activating factor acetylhydrolase 2, 40kDa	ENST00000374284	ENSG00000158006	5051
A_33_P3555009	NA	LOC284373	uncharacterized LOC284373	NA	NA	NA
A_21_P0014168	XR_108680	LOC100506681	uncharacterized LOC100506681	ENST00000441978	ENSG00000235488	NA
A_33_P3816266	NA	NA	NA	ENST00000421933	ENSG00000231057	NA
A_23_P131954	NM_014426	SNX5	sorting nexin 5	ENST00000476648	ENSG00000089006	27131
A_24_P326708	NM_003957	BRSK2	BR serine/threonine kinase 2	ENST00000308219	ENSG00000174672	9024
A_21_P0001103	NA	XLOC_000730	NA	ENST00000418743	ENSG00000236963	NA
A_23_P354894	NM_152603	ZNF567	zinc finger protein 567	ENST00000360729	ENSG00000189042	163081
A_21_P0007792	NA	XLOC_010249	NA	NA	NA	NA
A_33_P3613688	NA	C8orf78	chromosome 8 open reading frame 78	NA	NA	NA
A_23_P343826	NM_033449	FCHSD1	FCH and double SH3 domains 1	ENST00000523856	ENSG00000197948	89848
A_21_P0010806	NA	XLOC_l2_001496	NA	NA	NA	NA
A_24_P272761	NM_020946	DENND1A	DENN/MADD domain containing 1A	ENST00000373624	ENSG00000119522	57706
A_23_P29303	NM_015703	RRP7A	ribosomal RNA processing 7 homolog A (S. cerevisiae)	ENST00000483303	ENSG00000189306	27341
A_21_P0009597	NA	XLOC_012598	NA	NA	NA	NA
A_33_P3383606	NM_001135914	KCP	kielin/chordin-like protein	ENST00000476647	NA	NA
A_23_P167509	NM_001037332	CYFIP2	cytoplasmic FMR1 interacting protein 2	ENST00000347377	NA	NA
A_21_P0014924	XR_133225	LOC100506915	NA	ENST00000458325	ENSG00000233355	NA
A_21_P0009548	NA	XLOC_012822	NA	NA	NA	NA
A_21_P0006499	NA	XLOC_007993	NA	NA	NA	NA
A_21_P0008982	NA	XLOC_011806	NA	NA	NA	NA
A_21_P0006438	NA	XLOC_008099	NA	ENST00000434938	ENSG00000236871	NA
A_23_P149419	NM_022078	GPATCH3	G patch domain containing 3	ENST00000536641	NA	NA
A_21_P0001780	NA	XLOC_001666	NA	NA	NA	NA
A_33_P3284253	NM_001184703	GYG2	glycogenin 2	NA	NA	NA
A_23_P133923	NM_033177	GPANK1	G patch domain and ankyrin repeats 1	NA	NA	NA
A_23_P30972	NM_022091	ASCC3	activating signal cointegrator 1 complex subunit 3	ENST00000324723	ENSG00000112249	10973
A_21_P0009879	NA	XLOC_013647	NA	ENST00000428954	ENSG00000238102	NA
A_23_P126888	NM_017596	KIF21B	kinesin family member 21B	NA	NA	NA
A_21_P0001254	NA	XLOC_000019	NA	NA	NA	NA
A_33_P3258141	NM_001278	CHUK	conserved helix-loop-helix ubiquitous kinase	ENST00000485693	NA	NA
A_21_P0011502	NR_024530	RPL23AP7	ribosomal protein L23a pseudogene 7	ENST00000423888	ENSG00000184319	NA
A_23_P352932	NM_052918	SORCS1	sortilin-related VPS10 domain containing receptor 1	NA	NA	NA
A_33_P3355281	NM_017584	MIOX	myo-inositol oxygenase	ENST00000395733	ENSG00000100253	55586
A_33_P3265129	NA	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	NA	NA	NA
A_23_P36928	NM_015972	POLR1D	polymerase (RNA) I polypeptide D, 16kDa	ENST00000399696	ENSG00000186184	51082
A_21_P0006450	NA	XLOC_008168	NA	ENST00000448761	ENSG00000234766	NA
A_19_P00317173	NA	XLOC_l2_010723	NA	NA	NA	NA
A_33_P3346881	NA	MCF2L	MCF.2 cell line derived transforming sequence-like	ENST00000397036	ENSG00000126217	23263
A_33_P3420247	NR_034157	LOC340515	uncharacterized LOC340515	NA	NA	NA
A_21_P0011261	NA	XLOC_l2_004327	NA	NA	NA	NA
A_33_P3327772	NM_000052	ATP7A	ATPase, Cu++ transporting, alpha polypeptide	ENST00000341514	ENSG00000165240	538
A_23_P154457	NM_024894	NOL10	nucleolar protein 10	ENST00000345985	ENSG00000115761	79954
A_19_P00318769	NM_001145664	RFX8	NA	ENST00000481179	ENSG00000196460	731220
A_32_P235796	NM_152618	BBS12	Bardet-Biedl syndrome 12	ENST00000542236	ENSG00000181004	166379
A_23_P169092	NM_004820	CYP7B1	cytochrome P450, family 7, subfamily B, polypeptide 1	ENST00000523954	ENSG00000172817	9420
A_21_P0001320	NA	XLOC_000255	NA	NA	NA	NA
A_23_P88776	NM_001080492	PRSS54	protease, serine, 54	ENST00000543437	ENSG00000103023	221191
A_21_P0004404	NA	XLOC_004856	NA	NA	NA	NA
A_21_P0002105	NA	XLOC_002326	NA	ENST00000419784	ENSG00000236485	NA
A_32_P119569	NR_033350	GOLGA8E	golgin A8 family, member E	NA	NA	NA
A_33_P3395743	NM_022834	VWA1	von Willebrand factor A domain containing 1	ENST00000476993	ENSG00000179403	64856
A_21_P0009303	NA	XLOC_012404	NA	NA	NA	NA
A_33_P3296841	NA	LOC100131034	uncharacterized LOC100131034	NA	NA	NA
A_23_P114670	NM_014448	ARHGEF16	Rho guanine nucleotide exchange factor (GEF) 16	ENST00000378378	ENSG00000130762	27237
A_23_P90369	NM_001033026	C19orf6	chromosome 19 open reading frame 6	ENST00000356663	ENSG00000182087	91304
A_33_P3290567	NM_003390	WEE1	WEE1 homolog (S. pombe)	ENST00000299613	ENSG00000166483	7465
A_33_P3738458	NM_022648	TNS1	tensin 1	ENST00000171887	ENSG00000079308	7145
A_33_P3260317	NM_033334	NR6A1	nuclear receptor subfamily 6, group A, member 1	ENST00000416460	ENSG00000148200	2649
A_32_P930375	NA	C8orf68	chromosome 8 open reading frame 68	NA	NA	NA
A_21_P0002254	NA	XLOC_001558	NA	NA	NA	NA
A_23_P40880	NM_178868	CMTM8	CKLF-like MARVEL transmembrane domain containing 8	ENST00000307526	ENSG00000170293	152189
A_33_P3417308	NA	NA	NA	ENST00000424138	ENSG00000227466	NA
A_23_P164237	NM_018428	UTP6	UTP6, small subunit (SSU) processome component, homolog (yeast)	ENST00000484661	ENSG00000108651	55813
A_33_P3264269	NM_020963	MOV10	Mov10, Moloney leukemia virus 10, homolog (mouse)	ENST00000285733	NA	NA
A_19_P00320814	NA	XLOC_l2_009205	NA	ENST00000430635	ENSG00000230978	NA
A_33_P3312743	NM_033187	KRTAP4-3	keratin associated protein 4-3	ENST00000391356	ENSG00000196156	85290
A_21_P0002179	NA	XLOC_001373	NA	NA	NA	NA
A_23_P215461	NM_002314	LIMK1	LIM domain kinase 1	ENST00000336180	ENSG00000106683	3984
A_24_P402690	NM_030926	ITM2C	integral membrane protein 2C	ENST00000326427	ENSG00000135916	81618
A_21_P0011186	NA	XLOC_l2_003992	NA	NA	NA	NA
A_23_P250607	NM_005032	PLS3	plastin 3	ENST00000481823	ENSG00000102024	5358
A_21_P0004069	NA	XLOC_004592	NA	ENST00000514942	ENSG00000251205	NA
A_33_P3482466	NA	NA	NA	NA	NA	NA
A_21_P0007947	NA	XLOC_010434	NA	ENST00000436872	ENSG00000223458	NA
A_33_P3223487	NA	FRY	furry homolog (Drosophila)	ENST00000436046	ENSG00000073910	10129
A_21_P0000950	NA	XLOC_000055	NA	ENST00000416696	ENSG00000229484	NA
A_33_P3245238	NM_176825	SULT1C2	sulfotransferase family, cytosolic, 1C, member 2	ENST00000326853	ENSG00000198203	6819
A_33_P3772996	NM_002731	PRKACB	protein kinase, cAMP-dependent, catalytic, beta	NA	NA	NA
A_33_P3212356	NM_001080515	FAM163B	family with sequence similarity 163, member B	ENST00000400676	NA	NA
A_33_P3350703	NM_019891	ERO1LB	ERO1-like beta (S. cerevisiae)	ENST00000354619	ENSG00000086619	56605
A_23_P65789	NM_018349	MCTP2	multiple C2 domains, transmembrane 2	ENST00000357742	ENSG00000140563	55784
A_23_P206661	NM_000903	NQO1	NAD(P)H dehydrogenase, quinone 1	ENST00000379046	ENSG00000181019	1728
A_21_P0004755	NA	XLOC_005747	NA	ENST00000420819	ENSG00000231683	NA
A_23_P92230	NM_014779	TSC22D2	TSC22 domain family, member 2	ENST00000361136	NA	NA
A_21_P0004860	NM_001197234	BTN2A1	butyrophilin, subfamily 2, member A1	ENST00000480218	ENSG00000112763	11120
A_23_P323943	NM_178498	SLC5A12	solute carrier family 5 (sodium/glucose cotransporter), member 12	ENST00000280467	ENSG00000148942	159963
A_21_P0003203	NA	XLOC_003374	NA	NA	NA	NA
A_23_P306346	NM_152420	C9orf41	chromosome 9 open reading frame 41	NA	NA	NA
A_33_P3339197	NA	NA	NA	NA	NA	NA
A_33_P3382271	NA	NA	NA	NA	NA	NA
A_21_P0006687	NA	XLOC_008534	NA	ENST00000416657	ENSG00000235858	NA
A_21_P0013478	NA	XLOC_l2_014197	NA	NA	NA	NA
A_33_P3348184	NR_027089	LOC284788	uncharacterized LOC284788	ENST00000377121	ENSG00000204684	NA
A_21_P0012715	NR_033931	LOC152742	uncharacterized LOC152742	ENST00000506739	ENSG00000248698	NA
A_21_P0002693	NA	XLOC_002543	NA	NA	NA	NA
A_33_P3500631	NR_038380	LOC641364	uncharacterized LOC641364	ENST00000510767	ENSG00000250033	NA
A_33_P3315320	NM_173478	CNTD1	cyclin N-terminal domain containing 1	ENST00000315066	ENSG00000176563	124817
A_21_P0002064	NA	XLOC_002151	NA	ENST00000424748	ENSG00000179818	NA
A_23_P76312	NM_004963	GUCY2C	guanylate cyclase 2C (heat stable enterotoxin receptor)	ENST00000261170	ENSG00000070019	2984
A_24_P397255	NM_153343	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	ENST00000296741	ENSG00000164303	133121
A_21_P0006497	NA	XLOC_007985	NA	NA	NA	NA
A_23_P164228	NM_005175	ATP5G1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)	ENST00000504591	ENSG00000159199	516
A_33_P3215834	NM_020777	SORCS2	sortilin-related VPS10 domain containing receptor 2	ENST00000329016	ENSG00000184985	57537
A_33_P3276297	NA	NA	NA	NA	NA	NA
A_24_P417526	NR_003579	FRG1B	FSHD region gene 1 family, member B	ENST00000439954	NA	NA
A_33_P3258953	NR_003290	EP400NL	EP400 N-terminal like	ENST00000332441	ENSG00000185684	NA
A_33_P3382766	NA	FAM27A	family with sequence similarity 27, member A	NA	NA	NA
A_24_P140569	NM_015564	LRRTM2	leucine rich repeat transmembrane neuronal 2	NA	NA	NA
A_19_P00318954	NA	XLOC_012568	NA	NA	NA	NA
A_21_P0010126	NA	XLOC_013826	NA	NA	NA	NA
A_21_P0006116	NA	XLOC_007889	NA	ENST00000420883	ENSG00000233936	NA
A_32_P174572	NR_002774	HTR7P1	5-hydroxytryptamine (serotonin) receptor 7 pseudogene 1	ENST00000535469	NA	NA
A_21_P0007224	NA	XLOC_009183	NA	ENST00000527519	ENSG00000255236	NA
A_32_P94	NM_198560	LHFPL4	lipoma HMGIC fusion partner-like 4	NA	NA	NA
A_19_P00321306	NM_020914	RNF213	NA	ENST00000456466	NA	NA
A_33_P3304312	NM_001172684	CELF6	CUGBP, Elav-like family member 6	ENST00000287202	ENSG00000140488	60677
A_33_P3359047	NM_001195685	LYPD6	LY6/PLAUR domain containing 6	ENST00000392854	ENSG00000187123	130574
A_33_P3261197	NM_002486	NCBP1	nuclear cap binding protein subunit 1, 80kDa	ENST00000478100	ENSG00000136937	4686
A_33_P3214239	NR_002785	GNAS-AS1	GNAS antisense RNA 1 (non-protein coding)	ENST00000424094	ENSG00000235590	NA
A_23_P167367	NM_153426	PITX2	paired-like homeodomain 2	NA	NA	NA
A_21_P0011129	NR_002815	TPTE2P6	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 6	ENST00000453498	ENSG00000243008	NA
A_23_P428992	NR_015433	LOC93622	Morf4 family associated protein 1-like 1 pseudogene	NA	NA	NA
A_33_P3217470	XR_109770	NA	NA	ENST00000420998	ENSG00000231944	NA
A_33_P3293213	NM_001161616	RGL3	ral guanine nucleotide dissociation stimulator-like 3	ENST00000393423	ENSG00000205517	57139
A_23_P412389	NM_003862	FGF18	fibroblast growth factor 18	ENST00000274625	ENSG00000156427	8817
A_33_P3422213	NM_199347	NEK10	NIMA (never in mitosis gene a)- related kinase 10	ENST00000341435	ENSG00000163491	152110
A_24_P34545	NM_032329	ING5	inhibitor of growth family, member 5	ENST00000493261	ENSG00000168395	84289
A_21_P0011620	XM_003119663	LOC100507904	uncharacterized LOC100507904	NA	NA	NA
A_21_P0006905	NA	XLOC_008600	NA	NA	NA	NA
A_33_P3263614	NM_001143778	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	ENST00000374579	NA	NA
A_33_P3406405	NA	NA	NA	NA	NA	NA
A_23_P303718	NM_015548	DST	dystonin	ENST00000482156	ENSG00000151914	667
A_33_P3311920	XR_112517	LOC100129297	uncharacterized LOC100129297	NA	NA	NA
A_21_P0010121	NA	XLOC_013788	NA	NA	NA	NA
A_33_P3376925	NA	NA	NA	NA	NA	NA
A_21_P0008434	NA	XLOC_011015	NA	NA	NA	NA
A_21_P0012921	NA	XLOC_l2_012168	NA	ENST00000522838	ENSG00000251574	NA
A_21_P0001274	NA	XLOC_000105	NA	NA	NA	NA
A_24_P353300	NM_001031801	LIMK2	LIM domain kinase 2	ENST00000467301	ENSG00000182541	3985
A_33_P3306616	NA	NA	NA	NA	NA	NA
A_23_P96688	NM_016028	SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	ENST00000323599	ENSG00000110066	51111
A_23_P24031	NM_005521	TLX1	T-cell leukemia homeobox 1	ENST00000370196	ENSG00000107807	3195
A_33_P3228435	NM_005031	FXYD1	FXYD domain containing ion transport regulator 1	ENST00000455515	ENSG00000266964	5348
A_24_P290927	NM_014847	UBAP2L	ubiquitin associated protein 2-like	ENST00000441890	ENSG00000143569	9898
A_21_P0001619	NA	XLOC_001195	NA	NA	NA	NA
A_21_P0009259	NA	XLOC_012255	NA	NA	NA	NA
A_24_P208825	NM_018406	MUC4	mucin 4, cell surface associated	ENST00000464234	ENSG00000145113	4585
A_33_P3386671	NM_005060	RORC	RAR-related orphan receptor C	ENST00000356728	ENSG00000143365	6097
A_33_P3309501	NA	MEG3	maternally expressed 3 (non-protein coding)	NA	NA	NA
A_24_P314931	NM_025236	RNF39	ring finger protein 39	ENST00000376746	NA	NA
A_21_P0005331	NA	XLOC_006590	NA	ENST00000467017	ENSG00000243574	NA
A_21_P0002505	NA	XLOC_002323	NA	NA	NA	NA
A_33_P3354429	NM_001039111	TRIM71	tripartite motif containing 71	ENST00000383763	ENSG00000206557	131405
A_21_P0010453	NA	LOC100271722	uncharacterized LOC100271722	NA	NA	NA
A_24_P166789	NM_017813	IMPAD1	inositol monophosphatase domain containing 1	ENST00000262644	ENSG00000104331	54928
A_33_P3262236	NM_172194	OR4Q3	olfactory receptor, family 4, subfamily Q, member 3	ENST00000331723	ENSG00000182652	441669
A_23_P59787	NM_016019	LUC7L2	LUC7-like 2 (S. cerevisiae)	ENST00000354926	ENSG00000146963	51631
A_23_P345887	NM_001244710	GFPT1	glutamine--fructose-6-phosphate transaminase 1	ENST00000357308	ENSG00000198380	2673
A_33_P3236213	XM_001713926	LOC391764	putative TAF11-like protein ENSP00000332601-like	NA	NA	NA
A_33_P3708309	NA	NA	NA	ENST00000512693	ENSG00000249476	NA
A_21_P0011746	NA	XLOC_l2_007034	NA	NA	NA	NA
A_21_P0005516	NR_038948	LOC100506136	uncharacterized LOC100506136	NA	NA	NA
A_21_P0006527	NA	XLOC_008114	NA	NA	NA	NA
A_23_P70818	NM_005631	SMO	smoothened, frizzled family receptor	ENST00000249373	ENSG00000128602	6608
A_21_P0014360	XR_109454	LOC100506582	uncharacterized LOC100506582	NA	NA	NA
A_33_P3351920	NA	NA	NA	NA	NA	NA
A_21_P0005866	NA	XLOC_007146	NA	NA	NA	NA
A_24_P287473	NM_021818	SAV1	salvador homolog 1 (Drosophila)	ENST00000324679	ENSG00000151748	60485
A_23_P35467	NM_018464	CISD1	CDGSH iron sulfur domain 1	ENST00000464703	ENSG00000122873	55847
A_23_P13998	NR_036632	GOLGA2P5	golgin A2 pseudogene 5	ENST00000537988	ENSG00000238105	NA
A_33_P3289113	NA	COX11	COX11 cytochrome c oxidase assembly homolog (yeast)	NA	NA	NA
A_19_P00805679	NR_037167	LOC730102	NA	ENST00000476232	ENSG00000242193	NA
A_19_P00327354	NA	XLOC_l2_015037	NA	NA	NA	NA
A_21_P0006393	NA	XLOC_007850	NA	NA	NA	NA
A_21_P0006189	NA	XLOC_007486	NA	NA	NA	NA
A_33_P3360773	NM_005706	TSSC4	tumor suppressing subtransferable candidate 4	ENST00000380996	ENSG00000184281	10078
A_32_P51905	NM_020444	KIAA1191	KIAA1191	ENST00000393725	ENSG00000122203	57179
A_21_P0005458	NA	XLOC_006322	NA	NA	NA	NA
A_24_P860703	NR_015366	LOC388796	uncharacterized LOC388796	NA	NA	NA
A_23_P77455	NM_016062	FAM96B	family with sequence similarity 96, member B	ENST00000422424	ENSG00000166595	51647
A_19_P00318142	NR_036444	LOC400550	uncharacterized LOC400550	NA	NA	NA
A_23_P5757	NM_016058	TPRKB	TP53RK binding protein	ENST00000484969	ENSG00000144034	51002
A_23_P28057	NM_003249	THOP1	thimet oligopeptidase 1	ENST00000307741	ENSG00000172009	7064
A_33_P3291998	NA	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	ENST00000495034	ENSG00000116191	55103
A_19_P00805047	NM_002482	NASP	nuclear autoantigenic sperm protein (histone-binding)	ENST00000481782	ENSG00000132780	4678
A_21_P0014267	XR_109052	LOC100505570	NA	ENST00000415865	ENSG00000231487	NA
A_21_P0007753	NA	XLOC_010184	NA	NA	NA	NA
A_21_P0008062	NA	XLOC_010384	NA	NA	NA	NA
A_21_P0011025	XR_132971	LOC100506870	uncharacterized LOC100506870	NA	NA	NA
A_23_P129118	NM_005707	PDCD7	programmed cell death 7	ENST00000431964	NA	NA
A_33_P3304242	NM_012144	DNAI1	dynein, axonemal, intermediate chain 1	ENST00000379040	NA	NA
A_21_P0002458	NA	XLOC_002153	NA	NA	NA	NA
A_23_P410040	NM_173162	KCNH7	potassium voltage-gated channel, subfamily H (eag-related), member 7	ENST00000328032	ENSG00000184611	90134
A_21_P0005006	NA	XLOC_005622	NA	NA	NA	NA
A_23_P125705	NM_021963	NAP1L2	nucleosome assembly protein 1-like 2	ENST00000536638	NA	NA
A_21_P0003768	NA	XLOC_004065	NA	NA	NA	NA
A_24_P20383	NM_005718	ARPC4	actin related protein 2/3 complex, subunit 4, 20kDa	NA	NA	NA
A_23_P318646	NM_001014	RPS10	ribosomal protein S10	ENST00000494077	ENSG00000270800	100529239
A_24_P205120	NM_199367	SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	ENST00000312632	NA	NA
A_23_P46025	NM_018208	ETNK2	ethanolamine kinase 2	ENST00000367198	NA	NA
A_33_P3339720	NA	LOC644841	uncharacterized LOC644841	NA	NA	NA
A_33_P3359017	NM_001082	CYP4F2	cytochrome P450, family 4, subfamily F, polypeptide 2	ENST00000221700	ENSG00000186115	8529
A_23_P200216	NM_002370	MAGOH	mago-nashi homolog, proliferation-associated (Drosophila)	ENST00000495868	ENSG00000162385	4116
A_33_P3366132	NA	NA	NA	ENST00000512128	ENSG00000248445	NA
A_21_P0008252	NA	XLOC_010588	NA	NA	NA	NA
A_21_P0001546	NA	XLOC_000915	NA	NA	NA	NA
A_33_P3289561	NA	NA	NA	ENST00000375605	NA	NA
A_33_P3358676	XR_132891	FLJ20444	uncharacterized protein FLJ20444	NA	NA	NA
A_33_P3714482	NM_001135772	LRP5L	low density lipoprotein receptor-related protein 5-like	ENST00000468442	ENSG00000100068	91355
A_33_P3318122	NM_020314	C16orf62	chromosome 16 open reading frame 62	ENST00000251143	ENSG00000103544	57020
A_24_P93741	NM_052859	RFT1	RFT1 homolog (S. cerevisiae)	ENST00000296292	ENSG00000163933	91869
A_24_P297526	NA	C2orf50	chromosome 2 open reading frame 50	ENST00000381585	ENSG00000150873	130813
A_33_P3398583	NR_038887	FLJ41649	uncharacterized LOC401260	ENST00000373171	ENSG00000204092	NA
A_21_P0005302	NA	XLOC_006432	NA	NA	NA	NA
A_21_P0007626	NA	XLOC_009880	NA	NA	NA	NA
A_23_P94683	NM_002504	NFX1	nuclear transcription factor, X-box binding 1	ENST00000536210	NA	NA
A_23_P371145	NM_138430	ADPRHL1	ADP-ribosylhydrolase like 1	ENST00000375418	ENSG00000153531	113622
A_33_P3350420	NM_001012980	SATL1	spermidine/spermine N1-acetyl transferase-like 1	ENST00000509231	ENSG00000184788	340562
A_19_P00803997	NA	XLOC_014394	NA	NA	NA	NA
A_33_P3272527	NM_001206491	MAVS	mitochondrial antiviral signaling protein	ENST00000356687	NA	NA
A_23_P35230	NM_172350	CD46	CD46 molecule, complement regulatory protein	NA	NA	NA
A_32_P447001	NM_001198784	FLJ27352	uncharacterized LOC145788	NA	NA	NA
A_21_P0013570	NA	XLOC_l2_014814	NA	NA	NA	NA
A_33_P3423401	NA	ZNF790	zinc finger protein 790	NA	NA	NA
A_23_P169112	NM_013291	CPSF1	cleavage and polyadenylation specific factor 1, 160kDa	ENST00000526271	ENSG00000071894	29894
A_21_P0013462	NA	XLOC_l2_014077	NA	ENST00000418309	ENSG00000182648	NA
A_21_P0014837	XR_132696	LOC100507388	NA	ENST00000508031	ENSG00000249717	NA
A_32_P153812	NM_052907	TMEM132B	transmembrane protein 132B	NA	NA	NA
A_33_P3363710	XR_132751	LOC100128075	uncharacterized LOC100128075	NA	NA	NA
A_23_P351667	NM_003812	ADAM23	ADAM metallopeptidase domain 23	ENST00000374415	ENSG00000114948	8745
A_21_P0014563	XR_110312	LOC100505675	uncharacterized LOC100505675	NA	NA	NA
A_33_P3337009	NA	PPCS	phosphopantothenoylcysteine synthetase	ENST00000372560	ENSG00000127125	79717
A_33_P3252730	NR_027049	ZNF788	zinc finger family member 788	ENST00000339302	NA	NA
A_21_P0013032	NA	XLOC_l2_012678	NA	NA	NA	NA
